77360,3900
168628,74000
76,480000
297299,69300
71341,3900
433029,36000
277220,3900
214701,3900
446634,3900
238062,3900
460491,3900
173608,36000
75266,4400
329712,36000
114917,36000
399839,36000
143259,16200
201860,36000
165229,36000
305453,24000
86615,46000
437505,36000
254175,24000
225568,24000
450116,36000
345417,36000
476455,36000
474293,36000
88834,34500
477594,36000
190898,36000
366973,36000
484961,36000
361890,36000
132921,36000
144358,36000
482713,36000
471951,36000
365949,36000
80361,34500
141010,36000
389490,36000
154774,36000
31961,34500
342008,36000
354759,36000
325003,3900
35247,34500
23722,13000
493073,36000
182848,36000
55429,37200
148078,36000
176120,36000
365515,36000
111428,42100
114379,36000
141462,36000
163126,38300
216707,36000
482250,36000
246223,36000
69975,36000
238879,36000
211186,36000
140627,36000
28812,34500
149733,36000
209337,36000
251285,36000
340403,36000
228872,36000
488920,36000
485771,36000
367031,36000
77335,36000
432114,36000
356859,36000
216489,36000
369741,36000
374096,36000
125742,36000
144088,36000
491152,36000
121944,36000
355772,36000
471577,36000
311175,36000
308225,36000
369625,36000
133919,36000
370560,36000
374062,36000
30012,44000
20729,50900
27739,36000
28623,41000
19943,51000
32257,24000
160952,24000
7366,51000
540991,3900
491554,24000
167355,37000
83926,37000
507315,36000
24647,51000
59271,38000
53568,41800
118747,35400
100988,36000
71214,36000
495029,36000
496032,36000
124617,35800
102138,36000
501253,36000
54105,49600
142717,36000
497851,36000
68257,36000
499348,36000
182324,3900
42277,36000
173832,36000
220402,36000
500929,36000
200268,36000
204677,36000
237406,36000
461154,36000
248106,37500
483310,36000
378048,36000
245689,36000
39119,51000
264539,36000
380606,36000
376834,36000
197778,36000
497481,36000
315571,36000
371707,36000
53705,36000
495840,24000
35078,36000
172768,4500
178374,38000
259521,36000
133803,36000
245211,36000
278734,24000
60539,36000
497613,12000
96573,44200
415400,3900
86641,36000
190003,38400
307649,36000
259274,37600
269084,36000
281010,36000
263809,36000
62467,34500
456621,24000
507526,12000
135301,36000
22115,36000
3686,34500
63898,4500
173086,28400
103208,39200
522224,3900
96409,3900
49723,4500
481311,36000
491979,12000
493153,36000
380363,36000
364959,36000
99881,4500
443333,12000
511137,36000
149403,24000
118859,37600
493369,36000
15374,34500
46344,34500
456725,3900
337716,36000
78006,5400
496745,36000
381335,36000
515681,36000
215469,4500
503571,36000
58769,4500
494662,36000
471866,36000
271624,36000
143455,4500
281600,36000
205387,36000
223477,4500
486573,36000
265185,4500
513829,36000
444977,36000
208813,39000
477137,36000
257065,36000
2477,33000
135783,36000
68536,3900
335882,3900
97337,3900
21983,3900
411414,3900
256290,2600
377068,36000
40034,2600
278206,3900
273106,3900
329290,36000
278052,3900
501171,36000
313993,3900
191284,4500
486866,36000
399043,3900
321313,3900
375006,3900
419207,3900
252325,3900
313671,3900
175523,3900
439158,3900
26024,3900
177540,36800
58401,5400
318709,3900
330544,3900
419241,3900
155322,3900
85081,37000
105478,4700
382486,36000
289817,3900
282498,3900
265886,3900
317476,3900
229266,3900
123530,3900
324587,3900
259964,3900
331191,3900
340600,3900
189815,3900
395671,3900
330097,3900
310903,3900
393700,3900
292823,3900
74424,36000
186029,3900
185746,38500
356027,36000
133647,4500
274985,3900
278053,3900
130186,3900
191177,3900
280319,3900
230109,3900
102178,3900
177752,3900
257627,3900
109184,3900
344317,3900
334158,3900
245000,3900
279290,3900
334068,3900
514391,24000
114639,3900
292278,3900
281834,3900
428806,3900
220828,3900
290129,24000
518090,3900
274658,3900
303222,3900
182874,800
227751,3900
550688,3900
399931,3900
383619,36000
213006,3900
354651,36000
375787,2600
190664,3900
443600,3000
211752,3900
318028,3900
549043,3900
290645,3900
266144,3900
32923,4900
420654,3900
188101,3900
252964,3900
12233,3900
415649,3900
2198,17000
40768,3900
75224,4900
23229,5400
48802,4800
229628,3900
264785,3900
181451,3900
180824,3900
15345,49500
50876,4400
518443,24000
339290,3900
155996,3900
202703,4500
377883,36000
48093,3900
54678,3600
339945,3900
340027,3900
422579,3900
36543,43300
507599,3000
558665,3900
8109,24700
219320,3900
187785,4800
315587,36000
558764,3900
492003,24000
169600,4500
216147,3900
129794,3900
294392,3900
195430,3900
151881,3900
423678,3900
207673,3900
431042,3900
226499,4900
432105,3900
32296,36000
182371,3900
192345,3900
328956,3900
556250,3900
424966,3900
39962,37100
441080,3500
3446,49500
429065,3900
45068,4800
97464,3900
29395,3900
189060,3900
357943,3900
190461,3900
25014,17000
18484,17000
151683,3900
241343,3900
414905,3900
183324,3900
422700,3900
251176,36000
392495,3900
423215,3900
281244,3900
189368,3900
134966,3900
452277,3900
368282,3900
409610,3900
104695,3900
221885,3900
355180,3900
320602,3900
156749,3900
365702,3000
80890,3900
549936,3900
258498,3900
187907,3900
361921,3900
387638,3900
49647,43800
275914,3900
282702,4600
77785,3900
277348,3900
4884,3900
397203,3900
66655,5000
274937,3900
426138,3900
418036,3900
556143,3900
431938,3900
562040,3900
520285,3900
57487,3900
550124,3900
316117,3900
198569,3900
148427,3900
142177,3900
175635,3900
338682,3900
244837,3900
10018,33000
430297,3900
497510,36000
330646,3900
33102,27000
393081,3900
343338,3900
305236,3900
431667,3900
87811,24000
420979,3900
112043,5400
377563,24000
264643,3900
102696,3900
554097,3900
418826,3900
374916,4800
105637,3900
246234,24000
310614,3900
517381,3900
491768,3900
98447,3900
336721,3900
336356,3900
37679,3000
553578,3900
335036,3900
253346,3900
336509,3900
17055,4600
108115,24000
384311,3900
270457,3900
37644,37000
318177,3900
318744,3900
333605,3900
277047,3900
51810,3900
156156,3900
487301,3900
127499,5200
68783,4600
468047,3900
12308,3900
333104,4800
274781,3900
464121,3900
331423,3900
527947,36000
336236,3900
331460,3900
227044,3900
274464,3900
338773,3900
327678,3900
40624,5400
565524,3900
44279,3900
433229,3900
432269,3900
182998,3900
450711,3900
429778,3900
295385,3900
375367,3900
180205,3900
230081,3900
133099,37100
433758,3900
114805,4400
382145,3900
9502,4900
234696,3900
543003,3900
400389,3900
105561,4500
128378,3900
315840,3900
334381,3900
434073,3900
164483,3900
202113,3900
353336,3900
55732,3900
432549,3900
149231,5000
301626,3900
205077,3900
432533,3900
273100,3900
434777,3900
469353,3900
221290,36000
68390,3900
84596,4700
289698,3900
433063,3900
310085,3900
171686,3900
413008,3900
126108,3900
153224,3900
157144,3900
147915,3900
446336,3900
213451,3900
132960,4800
443394,3900
330614,3900
25886,34000
460969,3900
357219,3900
156823,3900
559403,3900
215387,3900
66815,3900
78524,3900
7726,3900
86134,3900
84475,5400
69869,3900
233409,3900
517771,36000
271555,3900
120518,5400
135761,3900
562362,3900
23216,4800
520854,2600
197701,3900
332168,4600
190739,3900
520576,36000
441450,3900
75607,3900
123994,3900
75820,36000
567300,3900
301831,3900
566906,3900
185384,3900
138446,3900
144349,3900
567080,3900
132099,39900
447859,36000
335246,3900
212733,3900
522136,36000
44338,26000
417981,3900
178187,3900
179091,5400
125460,3900
13792,5400
141566,3900
421452,3900
509217,3900
211364,3900
521884,36000
11506,4600
567260,3900
524517,3900
560471,3900
194042,3900
459160,3900
21517,3900
189038,3900
42000,39000
183814,3900
565210,3900
560855,3900
90187,3900
142259,2600
240537,2600
365918,33600
472081,3900
303313,3900
198992,36000
479405,3900
476656,3900
147121,36000
208474,3900
182741,3900
462751,3900
45234,5400
157541,3900
276504,36000
228334,3900
320440,3900
222373,2000
193016,3900
431084,3900
192332,3900
99823,3900
418129,3900
244003,3900
181298,3900
184042,3900
458604,3900
234997,3900
170738,3900
444750,3900
168619,3900
439234,3900
306445,3900
180685,3900
446858,3900
235514,3900
528760,3900
193035,3900
29466,36000
406727,3900
438658,3900
446128,3900
469676,3900
190177,36000
326561,3900
309081,36000
181764,36000
193368,5000
554149,3900
458950,3900
269790,36000
557438,3900
416318,3900
522036,36000
239899,3900
176492,3900
380191,36000
310501,3900
286922,36900
177591,3900
560796,3900
441901,3900
160570,36000
87897,36000
295035,3900
231627,4400
264928,3900
557609,3900
201834,3900
446022,3900
269310,3900
441583,3900
435038,4300
441214,3900
442933,3900
546255,3900
284697,36000
173294,3900
194684,3900
464905,3900
271906,36000
146115,3900
397165,36000
398629,36000
259454,37000
337450,3900
237134,3900
562922,3900
274297,36000
325445,36000
150589,36000
403896,3900
435222,3900
375893,36000
417613,3900
442926,3900
510021,3900
140045,4600
406713,3900
503069,36000
443694,3900
233533,3900
448584,3900
381820,36000
319434,3900
68909,3900
423004,3900
134236,4400
107944,4700
333145,3900
176155,3900
447257,4200
561107,3900
105523,5400
14630,3900
556027,3900
273193,5100
286648,44400
340637,3900
64251,3900
261160,3900
422114,3900
276627,3900
222865,36000
386023,36000
411681,3900
206703,36000
7549,5400
554337,3900
276461,3900
329605,3900
217791,3900
336679,3900
398500,3900
231215,3900
319672,3900
370601,3900
241760,3900
533742,3900
393934,3900
380790,36000
288092,3900
419889,3900
415170,3900
345319,3900
243717,3900
509205,36000
421926,2600
94016,3900
312637,3900
407331,3900
424610,3900
212425,3900
5821,4400
445288,3900
137891,3900
240484,3900
266939,3900
440629,3900
389264,3900
388343,36000
107350,3900
388921,3900
94060,36000
386286,3900
166862,3900
536726,3900
419567,3900
190840,3900
397248,3900
100039,3900
50056,38700
167606,3900
295139,3900
276025,3900
539806,3900
76899,35500
461183,3900
160483,36000
427712,3900
416576,3900
385238,36000
102772,5400
269133,3900
84549,36000
459703,3900
528858,36000
60222,36000
459063,3900
424249,3900
389503,36000
390713,3900
227972,3900
211132,3900
80032,3900
95780,5400
434570,3900
30830,5400
331969,3900
218083,3900
434001,3900
345668,3900
171795,36000
461535,3900
62364,34500
183080,3900
567803,3900
14977,3900
422727,3900
331085,3900
103908,3900
68578,36000
96830,3900
393837,3900
286721,3900
144556,4900
430633,3900
136410,36000
330755,3900
380913,36000
155049,5400
360018,3900
233104,43200
286455,3900
343115,3900
514464,3900
240363,36000
354733,36000
562160,3900
122307,3900
24112,5400
335291,3900
311647,3900
126957,3900
564874,3900
172625,36000
82604,3900
308598,36000
83062,3900
45196,3900
161066,4400
257858,4400
159291,5400
2291,49500
575562,3900
222695,36000
107232,5400
569260,3900
432602,3900
425576,3900
174745,36000
319343,3900
407719,3900
222457,3900
186285,3900
338423,3900
448650,3900
228116,3900
445918,3900
179742,3900
386457,3900
99832,3900
74580,4600
18115,36300
483516,3900
461823,3900
567964,3900
28771,4400
140889,3900
434267,3900
565174,3900
320295,3900
391418,36000
510291,3900
566379,3900
104694,32700
26665,3900
294860,36000
412603,3900
228870,3900
562774,3900
464622,3900
137448,3900
422045,3900
153382,3900
259052,3900
51256,36600
575818,3900
199287,3900
179441,3900
244578,3900
44208,4900
565800,3900
38344,3900
89751,4400
257950,5400
566097,3900
368039,3900
117080,4600
279735,3900
416383,3900
148513,3900
119782,5200
561562,3900
219598,3900
79502,36000
199258,4700
228781,3900
152077,3900
180207,3900
24508,3900
289234,3900
569197,3900
388291,36000
560843,3900
133671,3900
271049,3900
577523,3900
283277,3900
20988,45700
149046,3900
234235,3900
567095,3900
90574,3900
10218,36000
4675,5400
44911,3900
101044,36000
558524,3900
287177,3900
106984,3900
560297,3900
24398,3900
221118,3900
40886,35900
579364,3900
561318,3900
556811,3900
329949,3900
279399,3900
570591,3900
555956,3900
135732,3900
277551,3900
280701,3900
2310,35400
343643,3900
284702,3900
113612,4900
556068,3900
569631,3900
111555,36000
573047,3900
560919,3900
460083,2600
224599,3900
283259,3900
562474,3900
335745,3000
135159,4500
559203,3900
40614,49500
176821,3900
306217,3900
414123,3900
305060,3900
321744,36000
214050,36000
551493,3900
344413,36000
148395,3900
57073,34500
276449,3900
236756,24000
162907,3900
194775,3900
268708,24000
301469,3900
550344,3900
126725,36000
213983,3900
563923,3900
12677,3000
133043,3900
133957,36000
255466,36000
297558,3900
182677,3900
351785,3900
539801,3900
469381,3900
396086,3900
351210,3900
383217,36000
104296,36000
284007,3900
563276,3900
142788,4900
565509,3900
422156,3900
115606,34500
333765,3900
367375,3900
455024,3900
187424,36000
301072,3900
412473,3900
360786,3900
468460,3900
342539,3900
459670,3900
562610,3900
351125,3900
213355,3900
242005,3900
557952,3900
344343,3900
336304,3900
534670,36000
65575,3900
173609,3900
457252,3900
263791,3900
331048,3900
463064,3900
549640,3900
344031,3900
462957,3900
185198,30000
177364,4400
455176,3900
567672,3900
401892,3900
364094,3900
455511,3900
267968,3900
446176,3900
564987,3900
558750,3900
461001,3900
135896,34500
275135,3900
454087,3900
459651,3900
434342,3900
259729,3900
209002,3900
123922,3900
543980,3900
158392,3900
411551,3900
180191,4400
556202,3900
291399,4900
345701,3900
570785,3900
123310,35400
433081,3900
247639,3900
450000,3900
82651,3900
351145,3900
178335,3900
141727,3900
401562,3900
32480,34500
340821,3900
557281,3900
568454,3900
268169,3900
336345,3000
524046,36000
296165,3000
84733,3900
435306,3900
330532,3900
58001,4400
459677,3900
289862,3900
123689,3900
568523,3900
482553,3900
264991,3900
525967,36000
233765,3900
468850,3900
443935,3900
419859,3900
411177,36000
13841,5400
49354,3900
554587,3900
206473,36000
65831,35400
339680,3900
438655,3900
368765,3900
339770,3900
142550,5200
342569,3900
277973,3900
160503,3900
572529,3900
577009,3900
441797,3900
457922,3900
335926,3900
435495,3900
451135,3900
349138,3900
577924,3700
454660,3900
307880,3900
363642,3900
376303,3900
62218,3900
340895,3900
448086,3900
8101,4500
268143,3900
349267,24000
572667,3900
91370,3900
554107,3900
530228,36000
568505,3900
422976,3900
467661,3900
574887,3900
574808,3900
559256,2600
397667,24900
424428,3900
420398,3700
579050,3900
167393,3900
450454,3900
453310,3900
546731,3900
570913,3900
308081,36000
503416,36000
199497,3900
187611,3000
37852,5400
558655,2600
448017,3900
207308,3900
560829,3900
547688,3900
503415,3900
204229,5100
385120,3900
108629,36000
428944,3900
131848,3900
456874,3900
533541,36000
576326,3900
457421,3900
568743,3900
441549,3900
570846,3900
35177,5400
576963,3900
561432,3900
574729,3900
449044,3900
205633,3900
573936,3900
554831,3900
576852,3900
528438,3900
568754,3900
233256,3900
343443,3900
350215,3900
270723,3900
561832,3900
360091,3900
545828,3900
343872,3900
169263,3900
568272,3900
275398,4400
215872,36000
7735,5400
348443,3900
264461,3900
461082,3900
452692,3900
267853,3900
446902,3900
525934,3900
63649,3900
476453,3900
262160,3900
542388,3900
572751,3900
403482,3900
575937,3900
570777,3900
274945,36000
348077,3900
506687,3900
132544,4500
288788,3900
47952,49500
530140,36000
450242,3900
448038,3900
400222,36000
352334,3900
143176,36000
567505,3900
57693,37500
539492,3900
294552,3900
216240,3900
569706,3900
529035,36000
402819,36000
443217,3900
410760,3900
345045,3900
188316,36000
397725,3900
558989,3900
72349,5400
37428,5400
301932,36000
431718,3900
564977,3900
439826,3900
101646,3900
186784,3900
270854,36000
424847,3900
248136,3900
341608,1000
573975,3900
282908,3900
343552,3900
280771,3900
408060,3900
395912,36000
274407,3900
346100,3900
258391,5400
329536,3900
173378,5400
285606,3900
414795,3900
561492,3900
262858,36000
452417,3900
549696,2600
105253,4900
33733,44300
566632,3900
446811,3900
273655,36000
419809,3900
450489,3900
433583,3900
324990,3900
343492,5400
530975,36000
404937,36000
556932,3900
393332,36000
117744,24000
335097,3900
340718,3900
295412,36000
413779,3900
344349,3900
293499,36000
341890,3900
448912,3900
153813,1000
170594,3900
301269,36000
415225,3900
381782,36000
551445,3900
453783,3900
389111,3900
200,46900
550110,3900
448820,3900
445788,3900
448106,3900
392040,36000
336132,4500
196505,3900
572926,3900
87087,3900
71456,3900
162748,36000
36285,34500
542548,3900
262607,3900
352674,36000
181972,3900
192461,40200
370703,3900
380765,36000
290564,3900
559130,3900
22437,5400
442314,3900
203120,2600
352028,3900
559637,3000
456481,3900
577793,3900
555912,3900
137540,36000
446918,3900
201007,3900
293740,36000
405054,3900
65706,3900
343192,3900
175946,36000
525987,36000
350472,36000
62424,34000
386905,3900
359482,3900
148721,34500
458530,3900
344201,3900
344101,3900
351744,3900
206158,36000
447103,3900
574363,3900
268653,3900
343680,3900
332425,3900
98449,3900
155549,3900
431082,3900
82566,4700
220072,3900
13762,3900
545652,3900
552231,3900
443249,3900
244794,3900
249674,3900
418600,3900
439296,3900
348925,3900
432695,3900
565005,3900
380250,3900
333597,3900
71879,4400
132928,36000
555629,3900
334651,3900
384295,36000
425658,3900
438456,3900
352844,3900
519614,3900
294352,36000
481262,36000
124913,3900
546429,3900
390785,36000
411441,3900
421154,3900
382487,36000
127476,3900
446561,3900
571048,3900
343582,36000
551929,3900
253736,25000
528985,36000
291967,3900
393339,36000
441935,3900
458236,3900
230099,36000
572301,3900
534350,36000
41469,3900
153821,36000
569408,3900
441900,3900
540921,36000
150043,36000
221463,36000
588350,3900
546137,3900
453816,3900
550901,3900
102807,38200
14784,5400
491903,36000
558191,3900
290011,36000
20993,38700
227708,3900
82483,32400
38940,4800
25373,34500
266454,3900
40430,3900
398244,36000
8622,34500
56836,3900
415354,3900
570365,3900
262641,2600
225064,36000
573434,3900
435667,3900
171323,36000
117785,3900
588891,3900
114398,24900
42592,5400
46919,4900
73535,5400
583272,3900
545668,3900
354532,36900
283586,3900
587452,3900
328608,36000
74878,3900
473326,36000
32543,5400
401698,36000
13357,5400
586096,3900
438788,3900
580133,3900
455216,3900
380315,36000
58444,3900
405093,36000
28233,34500
357587,3900
41781,34500
581712,3900
247417,36000
585293,3900
573767,3900
342608,36000
586660,3900
65722,3900
50300,3900
26502,3900
388329,36000
586974,3900
48192,3900
53702,5200
547196,36000
52070,3900
95290,4400
389679,36000
573,5400
402449,36000
457000,3900
61984,3900
582439,3900
82072,3900
573248,3900
539122,3900
415215,36000
45033,38800
56611,3900
588741,3900
246374,36000
591413,3900
587158,3900
321919,3900
588872,3900
6156,51000
121657,4800
320764,2600
16734,49500
107746,5400
108639,3900
72264,4700
30931,3900
575322,3900
105032,3900
548927,3900
558195,3900
68245,3900
583884,3900
435237,3900
58887,34500
584582,3900
120557,3900
110602,40000
121694,5400
565597,3900
97186,36000
561323,3900
583926,3900
78195,36000
169064,36000
452641,3900
7515,5400
72985,3900
583781,3900
67499,3900
108922,3900
115356,3900
406531,3900
25086,38400
105936,3900
408180,36000
83581,3900
573593,3900
193309,36000
