1092632,36000
1163831,3900
1198621,74000
1314748,480000
1331354,69300
1421852,3900
1471401,36000
1483073,3900
1485580,3900
1511614,3900
1548041,3900
1591108,3900
1609996,36000
1613767,4400
1651801,36000
1703914,36000
1712390,36000
1723555,16200
1732769,36000
1732787,36000
1732880,24000
1733083,46000
1733405,36000
1733414,24000
1733421,24000
1733659,36000
1733700,36000
1733952,36000
1734225,36000
1734362,34500
1734523,36000
1734826,36000
1734887,36000
1735062,36000
1735291,36000
1735464,36000
1736014,36000
1736151,36000
1737015,36000
1737271,36000
1738713,34500
1739551,36000
1740439,36000
1740887,36000
1741201,34500
1741224,36000
1742167,36000
1742606,3900
1742903,34500
1743142,13000
1745771,36000
1745815,36000
1745841,37200
1746341,36000
1747461,36000
1748558,36000
1748811,42100
1749398,36000
1751888,36000
1751985,38300
1752655,36000
1753002,36000
1753898,36000
1754909,36000
1754922,36000
1755794,36000
1756189,36000
1756730,34500
1756744,36000
1757098,36000
1757768,36000
1758046,36000
1758302,36000
1758401,36000
1758469,36000
1759657,36000
1759718,36000
1759774,36000
1760748,36000
1761050,36000
1762086,36000
1763537,36000
1763564,36000
1763725,36000
1764304,36000
1765572,36000
1766029,36000
1766079,36000
1766368,36000
1766949,36000
1767364,36000
1767449,36000
1767615,36000
1768464,36000
1769343,44000
1770190,50900
1770793,36000
1771389,41000
1771605,51000
1771724,24000
1772171,24000
1772251,51000
1773619,3900
1774991,24000
1775194,37000
1776498,37000
1776626,36000
1776981,51000
1778044,38000
1779017,41800
1780140,35400
1780529,36000
1780751,36000
1780773,36000
1781124,36000
1781169,35800
1781297,36000
1781798,36000
1782725,49600
1783565,36000
1783679,36000
1783852,36000
1783940,36000
1784681,3900
1784761,36000
1785008,36000
1787513,36000
1787681,36000
1788281,36000
1788485,36000
1788741,36000
1789448,36000
1792723,37500
1793267,36000
1794329,36000
1794565,36000
1794772,51000
1794830,36000
1795571,36000
1796025,36000
1796110,36000
1796196,36000
1796298,36000
1797578,36000
1797657,36000
1798345,24000
1798414,36000
1799067,4500
1799514,38000
1799580,36000
1799618,36000
1801292,36000
1801933,24000
1804185,36000
1804388,12000
1805076,44200
1806046,3900
1806076,36000
1807194,38400
1807260,36000
1807297,37600
1807994,36000
1808070,36000
1808892,36000
1810035,34500
1811916,24000
1812837,12000
1813370,36000
1813403,36000
1814457,34500
1814561,4500
1815003,28400
1815057,39200
1815257,3900
1815534,3900
1815820,4500
1816517,36000
1817189,12000
1818514,36000
1819035,36000
1819543,36000
1819669,4500
1820006,12000
1820055,36000
1821387,24000
1822158,37600
1824072,36000
1824366,34500
1824437,34500
1824766,3900
1825632,36000
1828284,5400
1828653,36000
1829448,36000
1830034,36000
1830847,4500
1831706,36000
1832062,4500
1832493,36000
1833436,36000
1835004,36000
1835284,4500
1835975,36000
1837851,36000
1837921,4500
1838219,36000
1838293,4500
1838668,36000
1838790,36000
1839343,39000
1842099,36000
1842626,36000
1843417,33000
1844915,36000
1845135,3900
1845273,3900
1845346,3900
1845391,3900
1845423,3900
1845484,2600
1845728,36000
1845744,2600
1845811,3900
1846067,3900
1846752,36000
1846776,3900
1846906,36000
1847032,3900
1847052,4500
1847204,36000
1847346,3900
1847427,3900
1847557,3900
1847590,3900
1847748,3900
1847801,3900
1847846,3900
1847939,3900
1848004,3900
1848006,36800
1848099,5400
1848114,3900
1848195,3900
1848227,3900
1848446,3900
1848513,37000
1848570,4700
1848696,36000
1848702,3900
1848753,3900
1848995,3900
1849009,3900
1849185,3900
1849299,3900
1849342,3900
1849431,3900
1849523,3900
1849557,3900
1849579,3900
1849640,3900
1849671,3900
1849703,3900
1849779,3900
1849813,3900
1849932,36000
1849943,3900
1850046,38500
1850074,36000
1850155,4500
1850158,3900
1850215,3900
1850332,3900
1850384,3900
1850469,3900
1850494,3900
1850601,3900
1850630,3900
1850640,3900
1850665,3900
1850725,3900
1850791,3900
1850795,3900
1850844,3900
1850886,3900
1850910,24000
1850966,3900
1851024,3900
1851047,3900
1851051,3900
1851052,3900
1851112,24000
1851222,3900
1851280,3900
1851336,3900
1851423,800
1851519,3900
1851578,3900
1851592,3900
1851624,36000
1851834,3900
1851880,36000
1852028,2600
1852031,3900
1852055,3000
1852071,3900
1852130,3900
1852300,3900
1852344,3900
1852375,3900
1852425,4900
1852511,3900
1852579,3900
1852600,3900
1852631,3900
1852745,3900
1852747,17000
1852767,3900
1853020,4900
1853036,5400
1853119,4800
1853189,3900
1853300,3900
1853556,3900
1853613,3900
1853643,49500
1853696,4400
1853739,24000
1853768,3900
1853869,3900
1853975,4500
1854028,36000
1854118,3900
1854133,3600
1854151,3900
1854374,3900
1854530,3900
1854730,43300
1854760,3000
1854786,3900
1854816,24700
1854903,3900
1854911,4800
1854945,36000
1854949,3900
1854952,24000
1855045,4500
1855078,3900
1855090,3900
1855146,3900
1855334,3900
1855346,3900
1855381,3900
1855415,3900
1855463,3900
1855495,4900
1855522,3900
1855564,36000
1855578,3900
1855719,3900
1855778,3900
1855800,3900
1855818,3900
1855825,37100
1855921,3500
1855953,49500
1856056,3900
1856075,4800
1856097,3900
1856116,3900
1856211,3900
1856256,3900
1856316,3900
1856320,17000
1856329,17000
1856330,3900
1856334,3900
1856346,3900
1856353,3900
1856372,3900
1856401,36000
1856423,3900
1856463,3900
1856512,3900
1856572,3900
1856674,3900
1856679,3900
1856701,3900
1856723,3900
1856727,3900
1856814,3900
1856938,3900
1856957,3900
1856989,3900
1857044,3000
1857065,3900
1857070,3900
1857194,3900
1857239,3900
1857245,3900
1857463,3900
1857546,43800
1857719,3900
1857781,4600
1857867,3900
1857981,3900
1857993,3900
1858123,3900
1858150,5000
1858190,3900
1858236,3900
1858249,3900
1858401,3900
1858446,3900
1858548,3900
1858657,3900
1858700,3900
1858748,3900
1858754,3900
1858804,3900
1858825,3900
1858834,3900
1858929,3900
1858993,3900
1859090,3900
1859123,33000
1859129,3900
1859217,36000
1859249,3900
1859262,27000
1859347,3900
1859441,3900
1859505,3900
1859603,3900
1859613,24000
1859663,3900
1859789,5400
1859902,24000
1860028,3900
1860092,3900
1860275,3900
1860281,3900
1860371,4800
1860447,3900
1860680,24000
1860683,3900
1860693,3900
1860703,3900
1860799,3900
1860864,3900
1860939,3900
1860991,3000
1861001,3900
1861042,3900
1861077,3900
1861082,3900
1861088,4600
1861183,24000
1861225,3900
1861298,3900
1861309,37000
1861331,3900
1861376,3900
1861418,3900
1861446,3900
1861481,3900
1861526,3900
1861539,3900
1861557,5200
1861694,4600
1861806,3900
1862038,3900
1862110,4800
1862236,3900
1862285,3900
1862309,3900
1862462,36000
1862492,3900
1862510,3900
1862608,3900
1862624,3900
1862702,3900
1862766,3900
1862839,5400
1862880,3900
1862992,3900
1862993,3900
1863059,3900
1863064,3900
1863106,3900
1863249,3900
1863362,3900
1863376,3900
1863462,3900
1863504,3900
1863510,37100
1863614,3900
1863713,4400
1863718,3900
1863772,4900
1863816,3900
1863846,3900
1863870,3900
1863936,4500
1864063,3900
1864072,3900
1864102,3900
1864133,3900
1864389,3900
1864441,3900
1864495,3900
1864537,3900
1864586,3900
1864602,5000
1864679,3900
1864699,3900
1864751,3900
1864906,3900
1864953,3900
1864955,3900
1864985,36000
1865040,3900
1865056,4700
1865098,3900
1865141,3900
1865260,3900
1865354,3900
1865467,3900
1865513,3900
1865673,3900
1865769,3900
1865776,3900
1865778,3900
1865944,3900
1866004,4800
1866032,3900
1866034,3900
1866078,34000
1866108,3900
1866160,3900
1866164,3900
1866200,3900
1866285,3900
1866364,3900
1866541,3900
1866564,3900
1866634,3900
1866725,5400
1866743,3900
1866838,3900
1866846,36000
1866890,3900
1866975,5400
1866999,3900
1867199,3900
1867227,4800
1867308,2600
1867464,3900
1867487,4600
1867492,3900
1867527,36000
1867554,3900
1867557,3900
1867585,3900
1867637,36000
1867720,3900
1867739,3900
1867781,3900
1867802,3900
1867813,3900
1867840,3900
1867841,3900
1867941,39900
1868126,36000
1868209,3900
1868243,3900
1868324,36000
1868339,26000
1868419,3900
1868595,3900
1868651,5400
1868734,3900
1868773,5400
1868851,3900
1868934,3900
1868958,3900
1869190,3900
1869211,36000
1869256,4600
1869262,3900
1869265,3900
1869502,3900
1869518,3900
1869521,3900
1869528,3900
1869702,3900
1869734,39000
1869784,3900
1869958,3900
1870079,3900
1870108,3900
1870124,2600
1870204,2600
1870271,33600
1870317,3900
1870335,3900
1870357,36000
1870364,3900
1870385,3900
1870393,36000
1870407,3900
1870756,3900
1870783,3900
1870798,5400
1870807,3900
1871003,36000
1871012,3900
1871029,3900
1871078,2000
1871142,3900
1871153,3900
1871186,3900
1871193,3900
1871265,3900
1871278,3900
1871285,3900
1871398,3900
1871442,3900
1871491,3900
1871512,3900
1871521,3900
1871575,3900
1871705,3900
1871747,3900
1871768,3900
1871926,3900
1871974,3900
1871997,3900
1872003,3900
1872174,36000
1872182,3900
1872230,3900
1872284,3900
1872314,3900
1872420,36000
1872543,3900
1872608,36000
1872672,36000
1872794,5000
1872799,3900
1872860,3900
1872864,36000
1873089,3900
1873108,3900
1873251,36000
1873283,3900
1873364,3900
1873507,36000
1873601,3900
1873648,36900
1873778,3900
1873971,3900
1873984,3900
1874081,36000
1874090,36000
1874171,3900
1874177,4400
1874295,3900
1874307,3900
1874427,3900
1874505,3900
1874551,3900
1874563,3900
1874719,4300
1874731,3900
1874761,3900
1874938,3900
1874969,36000
1874987,3900
1874993,3900
1875194,3900
1875247,36000
1875249,3900
1875251,36000
1875289,36000
1875389,37000
1875396,3900
1875450,3900
1875470,3900
1875545,36000
1875627,36000
1875641,36000
1875666,3900
1875746,3900
1875897,36000
1875908,3900
1875922,3900
1875949,3900
1875956,4600
1876002,3900
1876098,36000
1876245,3900
1876422,3900
1876501,3900
1876527,36000
1876638,3900
1876691,3900
1876717,3900
1876768,4400
1876833,4700
1876963,3900
1876970,3900
1877021,4200
1877150,3900
1877174,5400
1877294,3900
1877298,3900
1877317,5100
1877378,44400
1877471,3900
1877489,3900
1877536,3900
1877550,3900
1877596,3900
1877634,36000
1877665,36000
1877672,3900
1877690,36000
1877691,5400
1877745,3900
1877765,3900
1877942,3900
1878019,3900
1878048,3900
1878108,3900
1878147,3900
1878166,3900
1878181,3900
1878198,3900
1878275,3900
1878281,3900
1878293,36000
1878364,3900
1878403,3900
1878506,3900
1878537,3900
1878598,3900
1878618,36000
1878947,2600
1879071,3900
1879151,3900
1879327,3900
1879440,3900
1879447,3900
1879691,4400
1879696,3900
1879703,3900
1879927,3900
1879972,3900
1880183,3900
1880228,3900
1880419,36000
1880444,3900
1880700,3900
1880716,36000
1880822,3900
1880906,3900
1880915,3900
1880933,3900
1880964,3900
1880966,3900
1881078,3900
1881105,38700
1881159,3900
1881162,3900
1881171,3900
1881189,3900
1881341,35500
1881415,3900
1881443,36000
1881466,3900
1881476,3900
1881532,36000
1881607,5400
1881722,3900
1882252,36000
1882430,3900
1882454,36000
1882537,36000
1882620,3900
1882686,3900
1882726,36000
1882812,3900
1882863,3900
1882876,3900
1882902,3900
1882982,5400
1883068,3900
1883078,5400
1883119,3900
1883158,3900
1883348,3900
1883490,3900
1883561,36000
1883592,3900
1883598,34500
1883602,3900
1883604,3900
1883732,3900
1883746,3900
1883858,3900
1883988,3900
1884001,36000
1884199,3900
1884222,3900
1884309,3900
1884332,4900
1884455,3900
1884479,36000
1884578,3900
1884611,36000
1884629,5400
1884941,3900
1884957,43200
1884966,3900
1885007,3900
1885032,3900
1885116,36000
1885123,36000
1885135,3900
1885333,3900
1885356,5400
1885478,3900
1885544,3900
1885589,3900
1885594,3900
1885648,36000
1885850,3900
1886223,36000
1886375,3900
1886402,3900
1886794,4400
1886798,4400
1887061,5400
1887151,49500
1887178,3900
1887339,36000
1887379,5400
1887399,3900
1887434,3900
1887655,3900
1887676,36000
1887823,3900
1887926,3900
1888079,3900
1888181,3900
1888249,3900
1888406,3900
1888437,3900
1888469,3900
1888505,3900
1888606,3900
1888635,3900
1888874,4600
1889004,36300
1889118,3900
1889158,3900
1889185,3900
1889398,4400
1889406,3900
1889414,3900
1889441,3900
1889443,3900
1889551,36000
1889645,3900
1889699,3900
1889864,32700
1889901,3900
1889974,36000
1890008,3900
1890048,3900
1890315,3900
1890348,3900
1890365,3900
1890401,3900
1890453,3900
1890489,3900
1890517,36600
1890571,3900
1890604,3900
1890621,3900
1890639,3900
1890660,4900
1890706,3900
1890742,3900
1890783,4400
1890786,5400
1890895,3900
1890913,3900
1890922,4600
1890962,3900
1891046,3900
1891140,3900
1891224,5200
1891254,3900
1891302,3900
1891313,36000
1891433,4700
1891513,3900
1891769,3900
1891857,3900
1891902,3900
1891981,3900
1892113,3900
1892132,36000
1892158,3900
1892205,3900
1892237,3900
1892250,3900
1892625,3900
1892629,45700
1892681,3900
1892689,3900
1892728,3900
1892937,3900
1892991,36000
1893091,5400
1893137,3900
1893228,36000
1893234,3900
1893240,3900
1893302,3900
1893310,3900
1893490,3900
1893566,3900
1893587,35900
1893664,3900
1893758,3900
1893766,3900
1893920,3900
1893980,3900
1893987,3900
1894043,3900
1894053,3900
1894202,3900
1894309,3900
1894406,35400
1894461,3900
1894492,3900
1894498,4900
1894530,3900
1894533,3900
1894649,36000
1894650,3900
1894651,3900
1894683,2600
1894714,3900
1894717,3900
1894756,3900
1894930,3000
1894970,4500
1895012,3900
1895091,49500
1895105,3900
1895162,3900
1895256,3900
1895361,3900
1895460,36000
1895551,36000
1895694,3900
1895731,36000
1895814,3900
1895883,34500
1895950,3900
1896060,24000
1896106,3900
1896175,3900
1896244,24000
1896274,3900
1896382,3900
1896425,36000
1896431,3900
1896617,3900
1896627,3000
1896873,3900
1896937,36000
1897138,36000
1897180,3900
1897261,3900
1897511,3900
1897690,3900
1897774,3900
1897778,3900
1897819,3900
1897830,36000
1897831,36000
1897875,3900
1897946,3900
1898008,4900
1898034,3900
1898075,3900
1898201,34500
1898339,3900
1898496,3900
1898661,3900
1898745,36000
1898972,3900
1899054,3900
1899075,3900
1899147,3900
1899248,3900
1899301,3900
1899370,3900
1899384,3900
1899403,3900
1899479,3900
1899504,3900
1899582,3900
1899626,3900
1899708,36000
1899735,3900
1899804,3900
1899838,3900
1899974,3900
1900060,3900
1900467,3900
1900471,3900
1900486,3900
1900538,3900
1900548,30000
1900577,4400
1900672,3900
1900724,3900
1900770,3900
1901033,3900
1901082,3900
1901124,3900
1901130,3900
1901289,3900
1901295,3900
1901319,3900
1901346,34500
1901361,3900
1901551,3900
1901575,3900
1901617,3900
1901642,3900
1901822,3900
1901842,3900
1902001,3900
1902078,3900
1902098,3900
1902113,4400
1902242,3900
1902261,4900
1902267,3900
1902379,3900
1902449,35400
1902465,3900
1902498,3900
1902523,3900
1902649,3900
1902721,3900
1902905,3900
1903096,3900
1903129,3900
1903139,34500
1903265,3900
1903314,3900
1903352,3900
1903385,3900
1903390,3000
1903459,36000
1903490,3000
1903521,3900
1903685,3900
1903941,3900
1904011,4400
1904188,3900
1904328,3900
1904423,3900
1904444,3900
1904449,3900
1904538,3900
1904588,36000
1904657,3900
1904696,3900
1904705,3900
1904794,3900
1904844,36000
1904930,5400
1904952,3900
1904993,3900
1905002,36000
1905008,35400
1905087,3900
1905100,3900
1905169,3900
1905249,3900
1905284,5200
1905318,3900
1905343,3900
1905356,3900
1905378,3900
1905409,3900
1905463,3900
1905627,3900
1905634,3900
1905638,3900
1905665,3900
1905719,3900
1905777,3700
1905780,3900
1905793,3900
1906036,3900
1906049,3900
1906130,3900
1906139,3900
1906351,3900
1906358,4500
1906395,3900
1906485,24000
1906607,3900
1906680,3900
1906750,3900
1906773,36000
1906849,3900
1906936,3900
1907006,3900
1907146,3900
1907195,3900
1907227,2600
1907270,24900
1907341,3900
1907355,3700
1907402,3900
1907410,3900
1907597,3900
1907602,3900
1907622,3900
1907717,3900
1907764,36000
1907797,36000
1907858,3900
1907934,3000
1907975,5400
1907995,2600
1908003,3900
1908144,3900
1908321,3900
1908363,3900
1908400,3900
1908429,5100
1908577,3900
1908607,36000
1908621,3900
1908789,3900
1908877,3900
1908915,36000
1909019,3900
1909038,3900
1909216,3900
1909275,3900
1909333,3900
1909372,5400
1909472,3900
1909589,3900
1909663,3900
1909919,3900
1910008,3900
1910264,3900
1910341,3900
1910495,3900
1910597,3900
1910751,3900
1910852,3900
1910930,3900
1910988,3900
1911014,3900
1911086,3900
1911108,3900
1911186,3900
1911244,3900
1911272,3900
1911317,3900
1911370,4400
1911465,36000
1911482,5400
1911526,3900
1911686,3900
1911839,3900
1911909,3900
1911931,3900
1911942,3900
1912040,3900
1912092,3900
1912095,3900
1912174,3900
1912254,3900
1912348,3900
1912430,3900
1912487,3900
1912510,3900
1912721,36000
1912743,3900
1912774,3900
1912891,4500
1913091,3900
1913212,49500
1913215,36000
1913286,3900
1913347,3900
1913367,36000
1913371,3900
1913479,36000
1913529,3900
1913689,37500
1913702,3900
1913715,3900
1913785,3900
1913819,3900
1913879,36000
1913891,36000
1913971,3900
1913996,3900
1914142,3900
1914147,36000
1914214,3900
1914398,3900
1914532,5400
1914709,5400
1914741,36000
1914830,3900
1914867,3900
1914872,3900
1914972,3900
1915228,3900
1915281,36000
1915365,3900
1915384,3900
1915466,1000
1915528,3900
1915740,3900
1915790,3900
1915795,3900
1915996,3900
1916010,36000
1916038,3900
1916051,3900
1916079,5400
1916111,3900
1916117,5400
1916294,3900
1916347,3900
1916367,3900
1916428,36000
1916681,3900
1916836,2600
1916855,4900
1916873,44300
1917172,3900
1917240,3900
1917243,36000
1917563,3900
1917752,3900
1917819,3900
1917860,3900
1917861,5400
1917892,36000
1917915,36000
1917993,3900
1918011,36000
1918077,24000
1918253,3900
1918322,3900
1918359,36000
1918578,3900
1918646,3900
1918664,36000
1918721,3900
1918766,3900
1918777,1000
1918783,3900
1918792,36000
1918820,3900
1918822,36000
1918834,3900
1918902,3900
1918977,3900
1918997,46900
1919017,3900
1919039,3900
1919041,3900
1919073,3900
1919157,36000
1919159,4500
1919188,3900
1919332,3900
1919394,3900
1919444,3900
1919560,36000
1919706,34500
1919809,3900
1919888,3900
1920123,36000
1920623,3900
1920713,40200
1920723,3900
1920836,36000
1920844,3900
1920862,3900
1921141,5400
1921163,3900
1921245,2600
1921425,3900
1921724,3000
1921937,3900
1922003,3900
1922136,3900
1922183,36000
1922241,3900
1922268,3900
1922366,36000
1922497,3900
1922515,3900
1922524,3900
1922554,36000
1922559,36000
1923155,36000
1923167,34000
1923180,3900
1923297,3900
1923322,34500
1923402,3900
1923658,3900
1923809,3900
1923940,3900
1924081,36000
1924101,3900
1924196,3900
1924310,3900
1924311,3900
1924357,3900
1924390,3900
1924646,3900
1924701,3900
1924886,4700
1925020,3900
1925059,3900
1925080,3900
1925124,3900
1925168,3900
1925226,3900
1925256,3900
1925276,3900
1925315,3900
1925337,3900
1925380,3900
1925424,3900
1925512,3900
1925534,3900
1925545,4400
1925599,36000
1925667,3900
1925752,3900
1925855,36000
1925879,3900
1925949,3900
1926205,3900
1926210,3900
1926311,36000
1926313,36000
1926391,3900
1926466,3900
1926594,36000
1926647,3900
1926716,3900
1926810,36000
1927021,3900
1927147,3900
1927184,3900
1927209,36000
1927277,3900
1927291,25000
1927362,36000
1927403,3900
1927424,36000
1927440,3900
1927452,3900
1927637,36000
1927708,3900
1927721,36000
1928062,3900
1928225,36000
1928285,3900
1928318,3900
1928346,36000
1928388,36000
1928448,36000
1928487,3900
1928510,3900
1928684,3900
1928797,3900
1928904,38200
1928905,5400
1928918,36000
1928940,3900
1928941,36000
1929015,38700
1929018,3900
1929026,32400
1929095,4800
1929165,34500
1929255,3900
1929274,3900
1929412,36000
1929648,34500
1929768,3900
1929829,3900
1930085,3900
1930119,2600
1930219,36000
1930280,3900
1930455,3900
1930483,36000
1930628,3900
1930647,3900
1930692,24900
1930727,5400
1930788,4900
1930823,5400
1930858,3900
1930884,3900
1930890,36900
1930967,3900
1931101,3900
1931148,36000
1931159,3900
1931181,36000
1931283,5400
1931394,36000
1931495,5400
1931514,3900
1931547,3900
1931695,3900
1931803,3900
1931989,36000
1932012,3900
1932199,36000
1932242,34500
1932248,3900
1932264,34500
1932268,3900
1932335,36000
1932367,3900
1932408,3900
1932457,36000
1932623,3900
1932664,3900
1932685,3900
1932705,3900
1932781,36000
1932941,3900
1932958,3900
1933086,5200
1933133,36000
1933233,3900
1933311,4400
1933359,36000
1933600,5400
1933754,36000
1933844,3900
1933952,3900
1933994,3900
1934208,3900
1934230,3900
1934250,3900
1934320,36000
1934376,38800
1934693,3900
1934742,3900
1934765,36000
1934900,3900
1934949,3900
1935088,3900
1935156,3900
1935163,51000
1935420,4800
1935493,2600
1935548,49500
1935635,5400
1935728,3900
1935798,4700
1935826,3900
1935906,3900
1935984,3900
1936113,3900
1936191,3900
1936208,3900
1936305,3900
1936331,3900
1936362,34500
1936418,3900
1936422,3900
1936478,40000
1936675,5400
1936703,3900
1936780,36000
1936817,3900
1936843,3900
1936856,36000
1936869,36000
1936888,3900
1936891,5400
1936927,3900
1936976,3900
1937068,3900
1937137,3900
1937183,3900
1937271,3900
1937315,38400
1937324,3900
1937738,36000
1937973,3900
1938174,3900
1938281,36000
1938314,4900
1938369,36900
1938381,3900
1938412,36000
1938461,3900
1938642,3900
1938686,3900
1938698,5400
1938818,4400
1938972,3900
1939070,4800
1939127,3900
1939146,3900
1939160,36000
1939229,3900
1939340,36000
1939402,3900
1939411,3900
1939439,3900
1939586,36000
1939667,3900
1939674,3900
1939695,3900
1939842,3900
1939866,4600
1939930,3900
1940098,3900
1940173,4500
1940444,3900
1940616,36900
1940700,3900
1940938,3900
1940989,3900
1941066,36000
1941115,49500
1941194,3900
1941245,3900
1941248,36000
1941302,38300
1941390,3900
1941442,3900
1941602,3900
1941645,3900
1941698,3900
1941858,3900
1941888,3900
1941910,3900
1941971,4700
